        date_obs         |       bjd        |        rv        |       err_rv        | start_time | end_time |  object  
 2005-09-02T09:33:19.926 | 2453615.90034702 | 23.1527952739187 |   0.287249068984554 |      0.034 |    0.035 | Beta-Hyi
 2005-09-02T09:34:41.114 | 2453615.90130765 | 23.1544521890536 |   0.300471677860117 |      0.048 |    0.037 | Beta-Hyi
 2005-09-02T09:36:01.871 | 2453615.90224512 | 23.1539582768298 |   0.274356431303363 |      0.036 |    0.036 | Beta-Hyi
 2005-09-02T09:37:22.729 | 2453615.90314787 |  23.155163301669 |    0.27174660419884 |      0.038 |    0.038 | Beta-Hyi
 2005-09-02T09:38:43.337 |  2453615.9041085 | 23.1550213717073 |   0.305009560383012 |      0.038 |    0.035 | Beta-Hyi
 2005-09-02T09:40:03.425 | 2453615.90504597 | 23.1546130360304 |   0.295322571575119 |      0.036 |    0.036 | Beta-Hyi
 2005-09-02T09:41:25.033 | 2453615.90599502 | 23.1539211377566 |   0.282154836165215 |      0.037 |    0.037 | Beta-Hyi
 2005-09-02T09:42:45.591 | 2453615.90690935 | 23.1538106569081 |   0.316167263447137 |      0.035 |    0.039 | Beta-Hyi
 2005-09-02T09:44:07.779 | 2453615.90784682 | 23.1518321497212 |   0.300350389466902 |      0.036 |    0.039 | Beta-Hyi
 2005-09-02T09:45:28.556 | 2453615.90879587 | 23.1516235885652 |   0.305005815914299 |      0.038 |    0.035 | Beta-Hyi
 2005-09-02T09:46:49.624 | 2453615.90972177 | 23.1510016083227 |   0.279293066627312 |      0.036 |    0.039 | Beta-Hyi
 2005-09-02T09:15:18.701 | 2453615.88784736 | 23.1526754756524 |   0.269393192909273 |      0.035 |    0.037 | Beta-Hyi
 2005-09-02T09:48:10.501 | 2453615.91065925 | 23.1528692966596 |   0.296683976747809 |      0.038 |    0.038 | Beta-Hyi
 2005-09-02T08:17:11.122 | 2453615.84750122 | 23.1504997720243 |    0.36078002177851 |      0.039 |    0.039 | Beta-Hyi
 2005-09-02T08:18:31.820 |  2453615.8483924 | 23.1514089609705 |    0.34137887507693 |      0.039 |    0.039 | Beta-Hyi
 2005-09-02T08:19:53.038 | 2453615.84938774 | 23.1530171170682 |    0.31925883938767 |      0.034 |    0.036 | Beta-Hyi
 2005-09-02T08:21:13.616 | 2453615.85027892 | 23.1538191604966 |   0.316537692687891 |      0.037 |    0.038 | Beta-Hyi
 2005-09-02T08:22:35.204 | 2453615.85120482 | 23.1563376910395 |   0.295577155207049 |      0.038 |    0.035 | Beta-Hyi
 2005-09-02T08:23:56.291 | 2453615.85216545 | 23.1571782948725 |   0.285394320431763 |      0.037 |    0.038 | Beta-Hyi
 2005-09-02T08:25:17.719 | 2453615.85312607 | 23.1573613292995 |   0.249662588141905 |      0.039 |    0.037 | Beta-Hyi
 2005-09-02T08:26:39.067 |  2453615.8540404 |  23.155607587942 |   0.264965299424216 |      0.039 |    0.038 | Beta-Hyi
 2005-09-02T08:28:00.485 | 2453615.85497787 | 23.1550045533736 |   0.272531225892619 |      0.037 |    0.038 | Beta-Hyi
 2005-09-02T08:29:21.493 | 2453615.85591535 | 23.1546336365606 |   0.259739069349116 |      0.039 |    0.036 | Beta-Hyi
 2005-09-02T08:30:42.441 | 2453615.85687597 | 23.1522379936694 |   0.307146107519294 |      0.036 |    0.039 | Beta-Hyi
 2005-09-02T05:28:28.439 | 2453615.73031686 | 23.1543525507567 |   0.295455783499046 |      0.038 |    0.039 | Beta-Hyi
 2005-09-02T05:29:50.197 | 2453615.73126591 |  23.155171033161 |   0.302406134653242 |      0.035 |    0.039 | Beta-Hyi
 2005-09-02T05:31:13.785 | 2453615.73223811 | 23.1565957268607 |   0.313970157236553 |      0.036 |    0.039 | Beta-Hyi
 2005-09-02T05:32:34.193 | 2453615.73317558 | 23.1566966141615 |   0.273688337281637 |      0.036 |    0.038 | Beta-Hyi
 2005-09-02T05:33:54.561 | 2453615.73408991 | 23.1574741880874 |    0.28870807533842 |      0.035 |    0.036 | Beta-Hyi
 2005-09-02T05:35:15.538 |  2453615.7350621 | 23.1568690868998 |   0.285418954197649 |      0.036 |    0.038 | Beta-Hyi
 2005-09-02T05:36:36.466 | 2453615.73596486 | 23.1569349014372 |   0.272758235402798 |      0.038 |    0.036 | Beta-Hyi
 2005-09-02T05:37:57.674 | 2453615.73690233 | 23.1582941599443 |   0.324078664732265 |      0.035 |    0.036 | Beta-Hyi
 2005-09-02T05:39:18.542 | 2453615.73785138 | 23.1565663491311 |   0.334522411461568 |      0.035 |    0.038 | Beta-Hyi
 2005-09-02T05:42:00.688 | 2453615.73972633 | 23.1529442157064 |   0.297838515176409 |      0.035 |    0.039 | Beta-Hyi
 2005-09-02T05:43:21.686 | 2453615.74065223 | 23.1519660241672 |   0.329210394283823 |      0.035 |    0.038 | Beta-Hyi
 2005-09-02T05:44:42.974 | 2453615.74160128 | 23.1516906156005 |   0.287940342150926 |      0.036 |    0.036 | Beta-Hyi
 2005-09-02T05:05:31.265 | 2453615.71440293 | 23.1543780764161 |   0.333330874986433 |      0.039 |    0.039 | Beta-Hyi
 2005-09-02T05:08:12.521 | 2453615.71626631 |  23.152919922237 |   0.309977319438552 |      0.035 |    0.039 | Beta-Hyi
 2005-09-02T05:09:33.549 | 2453615.71715749 | 23.1524557985475 |   0.301713239792101 |      0.035 |    0.037 | Beta-Hyi
 2005-09-02T05:10:54.686 | 2453615.71812969 |  23.152452455948 |   0.327690412557585 |      0.038 |    0.036 | Beta-Hyi
 2005-09-02T05:12:15.454 | 2453615.71904401 | 23.1523874496985 |   0.303375603144671 |      0.037 |    0.037 | Beta-Hyi
